"subject";"id";"subject";"thread";"from_unixtime(jos_kunena_messages.time,'%Y-%m-%dT%T')";"message"
"温哥华2015届Burnaby小组2019年3月5日共修";"4047";"温哥华2015届Burnaby小组2019年3月5日共修";"552";"2019-03-05T16:12:53";"[attachment=241]因果不虚语意恶业之贪心.pdf[/attachment] [attachment=242]贪心参考资料.pdf[/attachment] [attachment=243]贪心公案.pdf[/attachment]"
"温哥华2016届Burnaby小组2019年3月13日共修";"4048";"温哥华2016届Burnaby小组2019年3月13日共修";"553";"2019-03-09T19:59:39";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2019年3月13日星期三6:30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )《佛说稻杆经》第4课《稻杆经》视频二 ：0 - 48‘https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1803-l16124https://www.youtube.com/watch?v=cOQDXf-GpOM&t=20s串讲：Tracy师兄主持：Frank师兄 [attachment=245]从《佛说稻秆经》.pptx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年03月11日共修";"4049";"温哥华2018届Burnaby/Richmond小组2019年03月11日共修";"554";"2019-03-11T01:17:01";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中                自现圆满三身游舞力                  离障本来怙主龙钦巴                    祈请无垢光尊常护我                  时间：                                        2019年3月11日星期一下午6：30（温哥华时间）          地点：                                        Burnaby道场、Richmond道场、 网络（Zoom房间号码7789995278，zoom.us/j/7789995278 )                              学习内容：                                        解脱的原理。                          视频链接：                                  [url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-31/605-l10001]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-31/605-l10001[/url]                                   音频链接：[url=http://d.huidengzhiguang.com/?id=B00110]http://d.huidengzhiguang.com/?id=B00110[/url]                                                                   文字链接：                                                                    [url=http://d.huidengzhiguang.com/?id=F00110]http://d.huidengzhiguang.com/?id=F00110[/url]                                 主持师兄：Bob                            串讲师兄：Joey                        思考题:1.为什么闻思修不不可脱节?2.什么是修行?3.修⾏的目的是什么?                4.痛苦的根源是什么?为什么比喻人们似飞蛾扑火?                                                5.幸福的原因是什么?请详细说明。                                            6.轮回的根源是什么? 为什么？                                            7.解脱的原理是什么?        8.解脱正确的良药是什么?        9.医治轮回顽疾的手段是什么?                                              10.为什么说欲望越多，痛苦就越大?                                              11.为什么说欲望和愚痴是轮回的根源?                                            12.如何与轮回或痛苦的根源发⽣冲突呢?                                      13.放下和放弃有什么差别?请举例说明。  [attachment=244]解脱的原理.pdf[/attachment]"
"温哥华2015届Burnaby小组2019年3月12日共修";"4050";"温哥华2015届Burnaby小组2019年3月12日共修";"555";"2019-03-11T23:59:24";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年3月12日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 所断十不善业之绮语 (第二次)1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.公案与实例4.观修结果--坚定不移的相信绮语的果报;忏悔主持师兄：圆施Wendy"
"温哥华2016届Burnaby小组2019年3月20日共修";"4051";"温哥华2016届Burnaby小组2019年3月20日共修";"556";"2019-03-14T23:42:08";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2019年3月20日星期三6:30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )《佛说稻杆经》第5课《稻杆经》视频二 ：48‘ -1:19‘https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1803-l16124https://www.youtube.com/watch?v=cOQDXf-GpOM&t=20s串讲：Tracy师兄主持：Frank师兄 [attachment=245]从《佛说稻秆经》.pptx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年03月18日共修";"4052";"温哥华2018届Burnaby/Richmond小组2019年03月18日共修";"557";"2019-03-16T22:13:41";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年3月18日星期一，下午6：30（温哥华时间）。地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码7789995278，zoom.us/j/7789995278 )学习内容：对初学者的教诲。第一次/共两次。本课没有视频文件，音频看到55：06.音频链接：[url=https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/919-l06009]https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/919-l06009[/url]文字链接：[url=https://www.huidengzhiguang.com/index.php/huideng-jiangtang/huideng-zhiguang-7/173-a00082]https://www.huidengzhiguang.com/index.php/huideng-jiangtang/huideng-zhiguang-7/173-a00082[/url]主持师兄：Bob串讲师兄：Emily思考题:1.世俗人追求的崇高偉大的理想是什麼?什麼原因導致世俗人投入了珍贵的生命与时间追求這些身外之物?2.沒有修行的提升,我們的身體和精神是一般是怎樣的狀態?3.敘述一下最後我們的身體在地球上消失.毁灭之前的狀態.身體可以通過什麼修行能轉為金剛身?什么是金刚身呢？4.世间凡夫之所以在轮回中流转,最重要的因素,是不明白哪些道理?所以会弃本趋末,追求外在的声光形色.5.寿命无常,分享自己目前的計畫?簡述之..是升級身外之物多或提升自己 ?6.人的生命非常短暂，死亡随时都有可能发生,明智之举的計劃為何?7.少欲知足是什么意思呢？請述之..在家人? 出家人?8.有人认为佛教很消极,述之真相?9.作为佛教徒，怎樣才有資格修行?10.心是什麼 ?什麼是大乘佛法的诀窍?"
"温哥华2018届Burnaby/Richmond小组2019年03月18日共修";"4053";"温哥华2018届Burnaby/Richmond小组2019年03月18日共修";"557";"2019-03-18T21:49:27";"[attachment=247]對初學者教誨.pptx[/attachment]"
"温哥华2015届Burnaby小组2019年3月19日共修";"4054";"温哥华2015届Burnaby小组2019年3月19日共修";"558";"2019-03-19T12:36:44";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年3月19日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 所断十不善业之贪心 (第二次)1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.公案与实例4.观修结果--坚定不移的相信贪心的果报;忏悔主持师兄：圆信Sherry"
"温哥华2018届Burnaby/Richmond小组2019年03月25日共修";"4055";"温哥华2018届Burnaby/Richmond小组2019年03月25日共修";"559";"2019-03-24T13:41:31";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年3月25日星期一，下午6：30（温哥华时间）。地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码7789995278，zoom.us/j/7789995278 )学习内容：对初学者的教诲。第二次/共两次。本课没有视频文件，音频从55：06到结束。音频链接：[url=https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/919-l06009]https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-07-49-59/919-l06009[/url] 文字链接：[url=https://www.huidengzhiguang.com/index.php/huideng-jiangtang/huideng-zhiguang-7/173-a00082]https://www.huidengzhiguang.com/index.php/huideng-jiangtang/huideng-zhiguang-7/173-a00082[/url] 主持师兄：Bob串讲师兄：Emily思考题:1.心的现象有如电、如风、如云三个比喻，當我們升起雜念煩惱的念頭時,有何幫助?如何轉念?2.从小到大，有没有观察过自己的念头到底是什么样? 學會去觀察自己的任何一個念头的时候，把每一个念头都记录下来,这就是证悟了嗎?3.透過觀察後,得知心的現象像风一样，是无形无色的，它既不在大脑不在心脏里面,在进一步详细观察， 心的本性究竟帶給我們怎樣的生活?4.观察心的本性最好的方法?5.思維心的本性方向?敘之a:“现在心不可得” b:“過去心不可得”c:“未来心不可得”d:“精神與時間關係”6.人是有精神存在的 ,而汽車沒有 ..請說明?7.請說明證悟空性的智慧和心平靜下來的禪定的關係?8.如何積累证悟空性的兩大因素?"
"温哥华2015届Burnaby小组2019年3月26日共修";"4056";"温哥华2015届Burnaby小组2019年3月26日共修";"560";"2019-03-26T15:45:35";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年3月26日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 所断十不善业之害心 1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.公案与实例4.观修结果--坚定不移的相信害心的果报;忏悔主持师兄：圆航"
"温哥华2015届Burnaby小组2019年3月26日共修";"4057";"温哥华2015届Burnaby小组2019年3月26日共修";"560";"2019-03-26T20:17:24";"[attachment=249]十不善业之害心.docx[/attachment] [attachment=250]因果不虚 所断十不善业之害心(嗔恚).pdf[/attachment]"
"温哥华2016届Burnaby小组2019年3月27日共修";"4058";"温哥华2016届Burnaby小组2019年3月27日共修";"561";"2019-03-27T19:45:51";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2019年3月27日星期三6:30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )《佛说稻杆经》第6课《稻杆经》视频二 ：1:20‘- endhttps://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1803-l16124https://www.youtube.com/watch?v=cOQDXf-GpOM&t=20s串讲：Tracy师兄主持：Frank师兄 [attachment=245]从《佛说稻秆经》.pptx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年4月1日共修";"4059";"温哥华2018届Burnaby/Richmond小组2019年4月1日共修";"562";"2019-04-01T01:42:52";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年4月1日星期一，下午6：30（温哥华时间）。地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码7789995278，zoom.us/j/7789995278 )学习内容：第一册第三阶段复习（佛教的定义、解脱的原理、对初学者的教诲。）主持师兄：Bob串讲师兄：Emily"
"温哥华2015届Burnaby小组2019年4月2日共修";"4060";"温哥华2015届Burnaby小组2019年4月2日共修";"563";"2019-04-02T20:10:38";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年4月2日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 所断十不善业之邪见1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.扩展阅读4.观修结果--坚定不移的相信邪见的果报;忏悔主持师兄：圆航"
"温哥华2015届Burnaby小组2019年4月2日共修";"4061";"温哥华2015届Burnaby小组2019年4月2日共修";"563";"2019-04-02T20:11:19";"[attachment=255]十不善业之邪见.docx[/attachment] [attachment=256]因果不虚 所断十不善业之邪见.pdf[/attachment]"
"2019温哥华慧灯禅修班学员新班报名开始了!";"4062";"2019温哥华慧灯禅修班学员新班报名开始了!";"564";"2019-04-02T20:15:29";"慧灯禅修课是慈诚罗珠堪布观察现代人的特点,量身定制的一套系统学修佛法的课程.慧灯禅修课的特点: 大乘佛法的简明版,生活版,现代版,浓缩版,实修版1. 简明版 - 零基础,中学程度可以听懂2. 生活版 - 适用人群:生活压力大,焦虑,抑郁,忙碌没时间.可以让更多的人缓解生活压力和烦恼3. 现代版 - 学佛不只是烧香拜佛,从科学的角度来学习和了解自己的心4. 浓缩版 - 每周一次,每次3小时,9年的课程,从皈依四加行一直到无上大圆满的系统完整闻思修5. 实修版 - 从第二年开始打坐实修,每天1小时.有很多师兄都已有超过500+小时的禅修打坐经验温哥华慧灯禅修班是道友们为学习慧灯禅修课而自发组织的学习小组.温哥华慧灯禅修班的学习不收取任何费用. 学习方式采取实体道场共修 + 网络共修结合的方式.报名连接:  https://docs.google.com/forms/d/e/1FAIpQLSf8WgdRJ-rsDCKpi5a8PUujn3i-vN4QYfgJ7I8CqR1arLTlsg/viewform微信推广:  [attachment=257]2019-new-class-wechat.jpg[/attachment]招生海报: [attachment=258]2019-new-class-poster.pdf[/attachment]"
"温哥华2016届Burnaby小组2019年4月3日共修";"4063";"温哥华2016届Burnaby小组2019年4月3日共修";"565";"2019-04-03T18:19:55";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我共修时间：2019/4/3日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第7课:  视频三 0-49'https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1804-l16128https://www.youtube.com/watch?v=eMiuWGnNNgs&t=12s串讲：圆顶师兄主持：圆功师兄 [attachment=259]稻秆经第三课.docx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年4月8日共修";"4064";"温哥华2018届Burnaby/Richmond小组2019年4月8日共修";"566";"2019-04-08T00:42:18";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年4月8日 星期一 下午6：30地点：Burnaby、Richmond道场、 zoom.us/j/7789995278。学习内容：第一册总复习第一次。            复习三个差别、三殊胜、生存的方式和生存的意义、佛教徒的生活模式、如何做一个标准居士、浅谈因果关系、佛法融入生活。主持师兄：Bob串讲师兄：贾新华"
"温哥华2018届Burnaby/Richmond小组2019年4月8日共修";"4065";"温哥华2018届Burnaby/Richmond小组2019年4月8日共修";"566";"2019-04-08T20:03:50";"[attachment=260]712.pptx[/attachment]"
"温哥华2015届Burnaby小组2019年4月9日共修";"4066";"温哥华2015届Burnaby小组2019年4月9日共修";"567";"2019-04-08T20:10:09";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年4月9日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 -- 不杀1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.扩展阅读4.观修结果--坚定不移的相信不杀的善报; 观察自己,下决心尽量行善, 随喜并回向善根主持师兄：圆妙"
"温哥华2016届Burnaby小组2019年4月10日共修";"4067";"温哥华2016届Burnaby小组2019年4月10日共修";"568";"2019-04-09T17:16:23";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我 共修时间：2019/4/10日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第8课:  视频三 49' -- 1.32'https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1804-l16128https://www.youtube.com/watch?v=eMiuWGnNNgs&t=12s串讲：圆顶师兄主持：圆功师兄[attachment=261]稻秆经第三课.pptx[/attachment]"
"温哥华2015届Burnaby小组2019年4月9日共修";"4068";"温哥华2015届Burnaby小组2019年4月9日共修";"567";"2019-04-09T20:10:43";"[attachment=262]因果不虚身善业之不杀生.pdf[/attachment] [attachment=263]十善业1-不杀生-放生.pdf[/attachment]"
"温哥华2018届Burnaby小组2019年4月14日共修";"4069";"温哥华2018届Burnaby小组2019年4月14日共修";"569";"2019-04-15T00:19:55";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年4月15日 星期一 下午6：30地点：Burnaby、Richmond道场,zoom.us/j/7789995278。学习内容：第一册总复习第二次。            复习佛教的定义、解脱的原理、对初学者的教诲、入座与出座、莲师七句之上师瑜伽、语加持的修法、禅修班学修手册、慈诚罗珠堪布对禅修班学员的特别叮嘱。主持师兄：Bob串讲师兄：Emma"
"温哥华2016届Burnaby小组2019年4月17日共修";"4070";"温哥华2016届Burnaby小组2019年4月17日共修";"570";"2019-04-15T17:34:40";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我 共修时间：2019/4/17日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第9课:  视频三 1.32'--endhttps://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1804-l16128https://www.youtube.com/watch?v=eMiuWGnNNgs&t=12s串讲：圆顶师兄主持：圆功师兄 [attachment=267]稻秆经第三课-回顾.pdf[/attachment]"
"温哥华2015届Burnaby小组2019年4月16日共修";"4071";"温哥华2015届Burnaby小组2019年4月16日共修";"571";"2019-04-16T00:22:24";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年4月16日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 -- 不偷盗1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.扩展阅读4.观修结果--坚定不移的相信不偷盗的善报; 观察自己,下决心尽量行善, 随喜并回向善根串讲师兄：圆施 圆虚"
"温哥华2015届Burnaby小组2019年4月16日共修";"4072";"温哥华2015届Burnaby小组2019年4月16日共修";"571";"2019-04-16T20:11:24";"[attachment=268]因果不虚身善业之二：不偷盗而行布施.pdf[/attachment] [attachment=269]因果不虚十善业：不偷盗而行布施.pdf[/attachment]"
"温哥华2015届Burnaby小组2019年4月16日共修";"4073";"温哥华2015届Burnaby小组2019年4月16日共修";"571";"2019-04-17T11:31:33";"[attachment=270]十善业2-不与取-布施.docx[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年4月22日共修";"4074";"温哥华2018届Burnaby/Richmond小组2019年4月22日共修";"572";"2019-04-21T00:57:53";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年4月22日 星期一，下午6：30地点：Burnaby、Richmond道场、zoom.us/j/7789995278。学习内容：为什么现代人越来越没有幸福感。视频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/jingwai-hongfa/2016-07-21-09-34-27/617-l15009]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/jingwai-hongfa/2016-07-21-09-34-27/617-l15009[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/149-a00095]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/149-a00095http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/149-a00095[/url]主持师兄：Bob师兄串讲师兄：Christina师兄        思考题1： 普通人对幸福有哪几种流行说法？ 为什么这些并不是幸福？2： 什么是幸福？幸福和物质的关系是什么？3： 痛苦的来源有哪几个？4： 欲望为何会导致压力与痛苦？ 如何对治过度的欲 望？                                          5： 如何放下自私心？            6：为什么说执着是痛苦的首要因素？ 如何对治执着？7： 利用现代物理学的研究结果举出两个例子来解释物质世界并非真实存在的。8： 佛陀认为解决痛苦有哪些方法？9： 举例说明你是如何将学到的佛学应用到生活中去减轻痛苦，收获幸福的。"
"温哥华2015届Burnaby小组2019年4月23日共修";"4075";"温哥华2015届Burnaby小组2019年4月23日共修";"573";"2019-04-23T10:52:21";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年4月23日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 -- 不邪淫：断除邪淫，守持戒律1.定义--对象,动机,行为,结果2.果报--异熟果,等流果,增上果,士用果3.扩展阅读4.观修结果--坚定不移的相信不邪淫：断除邪淫，守持戒律的善报; 观察自己,下决心尽量行善, 随喜并回向善根串讲师兄：圆信Sherry"
"温哥华2015届Burnaby小组2019年4月23日共修";"4076";"温哥华2015届Burnaby小组2019年4月23日共修";"573";"2019-04-23T18:07:30";"[attachment=274]不邪淫__公案及相关法本摘录.docx[/attachment] [attachment=275]因果不虚身善业之不邪淫.pdf[/attachment]"
"温哥华2016届Burnaby小组2019年4月24日共修";"4077";"温哥华2016届Burnaby小组2019年4月24日共修";"574";"2019-04-24T09:12:33";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我 共修时间：2019/4/24日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第10课:  从《佛说稻秆经》谈佛教人生观和世界观 （视频4）https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1805-l16129https://www.youtube.com/watch?v=RoIf0Rjwa2E&t=6s串讲：圆音师兄主持：圆功师兄 [attachment=276]稻秆经四.pdf[/attachment]"
"温哥华2015届Burnaby小组2019年4月30日共修";"4078";"温哥华2015届Burnaby小组2019年4月30日共修";"575";"2019-04-24T13:07:18";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年4月30日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 -- 不邪淫：断除邪淫，守持戒律之公案 串讲师兄：圆信Sherry因果不虚 应行之善业 -- 断除不与取，慷慨布施之公案 串讲师兄：圆虚Maggie"
"温哥华2015届Burnaby小组2019年4月30日共修";"4079";"温哥华2015届Burnaby小组2019年4月30日共修";"575";"2019-04-24T13:08:59";"[attachment=277]十善业2-不与取-布施.docx[/attachment] [attachment=278]寿康宝鉴（白话版）.pdf[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年4月29日共修";"4080";"温哥华2018届Burnaby/Richmond小组2019年4月29日共修";"576";"2019-04-28T15:54:16";"2018届温哥华慧灯小组共修通知：                                          诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年4月29日 星期一 ,下午6：30地点：Burnaby、Richmond道场、 zoom.us/j/7789995278。学习内容：如何面对痛苦和幸福（一）视频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/474-l10036]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/474-l10036[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101[/url]主持师兄：Bob师兄串讲师兄：晓燕师兄                思考题：1. 什么是痛苦？它的本质和来源是什么？                            2. 什么是分别念(识)和无分别念（识）？我们通过修行要解决的是哪个，有何意义？3. 为何要战胜痛苦？有何意义？                                          4. 佛教解决痛苦的方法有哪两种？                                        5. 为何要制止、消除或减轻不愿接受痛苦的心态？                        6. 我们为什么要接受痛苦，不愿意接受就可以远离痛苦了吗？                                      7. 遭遇痛苦特别是巨大的痛苦时我们应该打坐思维的两个问题是什么？如何去思维？(能恢复和不能恢复的情况)"
"温哥华2016届Burnaby小组2019年5月01日共修";"4081";"温哥华2016届Burnaby小组2019年5月01日共修";"577";"2019-05-01T18:39:05";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我 共修时间：2019/5/01日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第11课:  从《佛说稻秆经》谈佛教人生观和世界观  视频四 第47分钟 至 问答环节https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1805-l16129https://www.youtube.com/watch?v=RoIf0Rjwa2E&t=6s串讲：圆音师兄主持：圆功师兄 [attachment=281]daoganjing4.pdf[/attachment]"
"温哥华2018届Burnaby/Richmond小组2019年5月6日共修";"4082";"温哥华2018届Burnaby/Richmond小组2019年5月6日共修";"578";"2019-05-05T00:52:16";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2019年5月6日 星期一 ,下午6：30地点：Burnaby、Richmond道场、 zoom.us/j/7789995278。学习内容：如何面对痛苦和幸福（二）视频链接：[url=http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/475-l10037]http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/475-l10037[/url]文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-8/153-a00101[/url] 主持师兄：Bob师兄串讲师兄：晓燕师兄思考题：1. 为何要对痛苦发起欢喜心？2.本课上师教授了几个对痛苦发起欢喜心的修法？它们分别是什么？3. 如何化悲痛为出离心？在座上和座下（座间）分别应该如何观修和思维？4. 如何化悲痛为皈依？修行人和世间人遭遇痛苦时的第一反应和做法是否应该有所不同，为什么？5. 如何利用痛苦去消除我们的傲慢心？6. 如何利用痛苦去清静我们的罪业？7. 分享你学佛后遭遇痛苦时，是否曾经有意或无意间运用了上述四个修法中的一种来面对？效果如何？"
"温哥华2016届Burnaby小组2019年5月08日共修";"4083";"温哥华2016届Burnaby小组2019年5月08日共修";"579";"2019-05-06T20:03:37";"16届温哥华慧灯小组共修诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我 共修时间：2019/5/08日星期三6:30pm网络共修：zoom.us/j/7789995278 《佛说稻杆经》第12课:  从《佛说稻秆经》谈佛教人生观和世界观  视频四  问答环节https://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu-2/2017-01-20-04-23-25/1805-l16129https://www.youtube.com/watch?v=RoIf0Rjwa2E&t=6s串讲：圆音师兄主持：圆功师兄 [attachment=281]daoganjing4.pdf[/attachment]"
"温哥华2015届Burnaby小组2019年5月7日共修";"4084";"温哥华2015届Burnaby小组2019年5月7日共修";"580";"2019-05-07T12:59:55";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2019年5月7日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚 应行之善业 -- 断除不与取，慷慨布施之公案  -- 离妄语之功德"
"温哥华2015届Burnaby小组2019年5月7日共修";"4085";"温哥华2015届Burnaby小组2019年5月7日共修";"580";"2019-05-07T18:26:34";"[attachment=284]离妄语功德.docx[/attachment] [attachment=285]因果不虚 所修十不善业之断除妄语.pdf[/attachment]"
